evento_id,activo_id,tipo,ubicacion,fecha,mes,modo_falla,downtime_h,costo_usd,criticidad
FL-0441,EQ-110,Compresor de gas,Aguada Pichana,2025-03-17,2025-03,Lubricacion,29.7,60910.0,Alta
FL-0442,EQ-110,Compresor de gas,Aguada Pichana,2025-12-31,2025-12,Vibracion excesiva,131.5,102170.0,Alta
FL-0443,EQ-110,Compresor de gas,Aguada Pichana,2024-12-27,2024-12,Sobrecalentamiento,88.3,141989.0,Alta
FL-0444,EQ-111,Compresor de gas,Bandurria Sur,2025-10-28,2025-10,Rodamiento,145.0,121024.0,Alta
FL-0445,EQ-111,Compresor de gas,Bandurria Sur,2024-12-18,2024-12,Sobrecalentamiento,17.5,86004.0,Alta
FL-0446,EQ-113,Bomba booster,Fortin de Piedra,2025-01-09,2025-01,Sobrecalentamiento,94.9,54916.0,Alta
FL-0447,EQ-113,Bomba booster,Fortin de Piedra,2025-12-31,2025-12,Falla electrica,20.1,18887.0,Alta
FL-0448,EQ-114,Bomba booster,El Trapial,2025-07-11,2025-07,Fuga hidraulica,64.9,37330.0,Baja
FL-0449,EQ-114,Bomba booster,El Trapial,2026-07-30,2026-07,Fuga hidraulica,44.4,33881.0,Baja
FL-0450,EQ-115,Bomba booster,Bajada del Palo,2026-03-28,2026-03,Sello mecanico,17.2,18621.0,Media
FL-0451,EQ-115,Bomba booster,Bajada del Palo,2025-03-23,2025-03,Lubricacion,13.6,19846.0,Media
FL-0452,EQ-115,Bomba booster,Bajada del Palo,2025-10-03,2025-10,Lubricacion,25.3,16546.0,Media
FL-0453,EQ-115,Bomba booster,Bajada del Palo,2026-04-08,2026-04,Sello mecanico,67.9,43371.0,Media
FL-0454,EQ-119,Bomba booster,Fortin de Piedra,2025-10-08,2025-10,Sello mecanico,42.0,35675.0,Alta
FL-0455,EQ-120,Bomba booster,Fortin de Piedra,2026-06-11,2026-06,Sello mecanico,128.6,65858.0,Baja
FL-0456,EQ-120,Bomba booster,Fortin de Piedra,2025-08-02,2025-08,Sello mecanico,19.1,23927.0,Baja
FL-0457,EQ-120,Bomba booster,Fortin de Piedra,2025-08-28,2025-08,Rodamiento,12.7,15120.0,Baja
FL-0458,EQ-120,Bomba booster,Fortin de Piedra,2026-01-27,2026-01,Rodamiento,106.0,49521.0,Baja
FL-0459,EQ-120,Bomba booster,Fortin de Piedra,2025-09-19,2025-09,Sello mecanico,39.2,28971.0,Baja
FL-0460,EQ-121,Bomba booster,Loma Campana,2025-01-22,2025-01,Rodamiento,95.9,53250.0,Baja
FL-0461,EQ-121,Bomba booster,Loma Campana,2026-06-02,2026-06,Valvula,88.0,53514.0,Baja
FL-0462,EQ-121,Bomba booster,Loma Campana,2025-08-15,2025-08,Lubricacion,27.3,17072.0,Baja
FL-0463,EQ-122,Bomba booster,Fortin de Piedra,2025-09-19,2025-09,Valvula,50.0,31518.0,Baja
FL-0464,EQ-122,Bomba booster,Fortin de Piedra,2024-09-12,2024-09,Rodamiento,162.1,77529.0,Baja
FL-0465,EQ-122,Bomba booster,Fortin de Piedra,2026-03-04,2026-03,Rodamiento,53.8,38431.0,Baja
FL-0466,EQ-123,Bomba booster,Rincon La Ceniza,2025-03-13,2025-03,Sello mecanico,69.4,35417.0,Baja
FL-0467,EQ-123,Bomba booster,Rincon La Ceniza,2026-04-03,2026-04,Falla electrica,61.1,35307.0,Baja
FL-0468,EQ-123,Bomba booster,Rincon La Ceniza,2025-12-23,2025-12,Rodamiento,53.8,42219.0,Baja
FL-0469,EQ-123,Bomba booster,Rincon La Ceniza,2025-02-21,2025-02,Sobrecalentamiento,144.4,73039.0,Baja
FL-0470,EQ-124,Bomba booster,Bandurria Sur,2024-11-01,2024-11,Rodamiento,68.5,43472.0,Media
FL-0471,EQ-124,Bomba booster,Bandurria Sur,2025-08-19,2025-08,Rodamiento,309.1,142260.0,Media
FL-0472,EQ-124,Bomba booster,Bandurria Sur,2025-01-20,2025-01,Sello mecanico,40.5,34144.0,Media
FL-0473,EQ-125,Bomba booster,Loma Campana,2025-05-12,2025-05,Vibracion excesiva,71.1,37371.0,Alta
FL-0474,EQ-125,Bomba booster,Loma Campana,2025-05-31,2025-05,Rodamiento,21.7,20045.0,Alta
FL-0475,EQ-125,Bomba booster,Loma Campana,2025-07-08,2025-07,Vibracion excesiva,97.1,47327.0,Alta
FL-0476,EQ-126,Bomba booster,Fortin de Piedra,2025-03-01,2025-03,Rodamiento,68.9,46273.0,Baja
FL-0477,EQ-126,Bomba booster,Fortin de Piedra,2025-07-27,2025-07,Vibracion excesiva,31.9,33259.0,Baja
FL-0478,EQ-126,Bomba booster,Fortin de Piedra,2025-02-18,2025-02,Rodamiento,182.3,86529.0,Baja
FL-0479,EQ-127,Bomba booster,Loma Campana,2026-07-20,2026-07,Sobrecalentamiento,160.3,73868.0,Media
FL-0480,EQ-127,Bomba booster,Loma Campana,2026-02-20,2026-02,Valvula,25.1,19477.0,Media
FL-0481,EQ-128,Bomba booster,Fortin de Piedra,2026-04-22,2026-04,Fuga hidraulica,123.6,69109.0,Baja
FL-0482,EQ-128,Bomba booster,Fortin de Piedra,2025-11-20,2025-11,Vibracion excesiva,43.8,28635.0,Baja
FL-0483,EQ-128,Bomba booster,Fortin de Piedra,2026-07-28,2026-07,Fuga hidraulica,26.0,30101.0,Baja
FL-0484,EQ-129,Bomba booster,Bajada del Palo,2024-12-10,2024-12,Sobrecalentamiento,123.8,62684.0,Media
FL-0485,EQ-129,Bomba booster,Bajada del Palo,2025-06-04,2025-06,Vibracion excesiva,156.3,70839.0,Media
FL-0486,EQ-131,Bomba booster,Bandurria Sur,2025-11-18,2025-11,Rodamiento,66.1,46503.0,Baja
FL-0487,EQ-132,Bomba booster,Loma Campana,2026-05-28,2026-05,Sobrecalentamiento,40.2,32811.0,Baja
FL-0488,EQ-133,Bomba booster,Bajada del Palo,2024-12-27,2024-12,Vibracion excesiva,119.7,62800.0,Baja
FL-0489,EQ-133,Bomba booster,Bajada del Palo,2026-08-15,2026-08,Rodamiento,70.4,42099.0,Baja
FL-0490,EQ-134,Bomba booster,Loma Campana,2026-08-19,2026-08,Falla electrica,112.7,54387.0,Baja
FL-0491,EQ-134,Bomba booster,Loma Campana,2026-05-04,2026-05,Sello mecanico,34.5,23970.0,Baja
FL-0492,EQ-135,Bomba booster,Loma Campana,2025-04-04,2025-04,Falla electrica,104.7,48945.0,Baja
FL-0493,EQ-137,Bomba booster,El Trapial,2025-08-09,2025-08,Sello mecanico,51.1,32945.0,Baja
FL-0494,EQ-138,Bomba booster,El Trapial,2026-06-01,2026-06,Sello mecanico,41.9,24899.0,Baja
FL-0495,EQ-138,Bomba booster,El Trapial,2026-06-05,2026-06,Sobrecalentamiento,60.7,32794.0,Baja
FL-0496,EQ-139,Bomba booster,Bajada del Palo,2026-02-11,2026-02,Rodamiento,100.3,60961.0,Media
FL-0497,EQ-140,Bomba booster,Bajada del Palo,2026-08-08,2026-08,Fuga hidraulica,52.1,39160.0,Baja
FL-0498,EQ-140,Bomba booster,Bajada del Palo,2025-09-01,2025-09,Sello mecanico,38.7,27792.0,Baja
FL-0499,EQ-141,Bomba booster,Aguada Pichana,2025-10-04,2025-10,Sello mecanico,64.6,42501.0,Baja
FL-0500,EQ-141,Bomba booster,Aguada Pichana,2024-12-17,2024-12,Falla electrica,70.0,41237.0,Baja
FL-0501,EQ-141,Bomba booster,Aguada Pichana,2026-05-30,2026-05,Valvula,54.8,36856.0,Baja
FL-0502,EQ-141,Bomba booster,Aguada Pichana,2025-03-09,2025-03,Sello mecanico,7.7,14861.0,Baja
FL-0503,EQ-141,Bomba booster,Aguada Pichana,2025-11-14,2025-11,Rodamiento,50.8,27024.0,Baja
FL-0504,EQ-141,Bomba booster,Aguada Pichana,2024-10-16,2024-10,Vibracion excesiva,56.2,39272.0,Baja
FL-0505,EQ-141,Bomba booster,Aguada Pichana,2025-11-07,2025-11,Valvula,29.1,26516.0,Baja
FL-0506,EQ-142,Bomba booster,Loma Campana,2026-02-09,2026-02,Rodamiento,201.9,90265.0,Baja
